CHG;Чернігівська;2504;Бахмацький район
CHG;Чернігівська;2505;Бобровицький район
CHG;Чернігівська;2506;Борзнянський район
CHG;Чернігівська;2507;Варвинський район
CHG;Чернігівська;2508;Городнянський район
CHG;Чернігівська;2509;Ічнянський район
CHG;Чернігівська;2510;Козелецький район
CHG;Чернігівська;2511;Коропський район
CHG;Чернігівська;2512;Корюківський район
CHG;Чернігівська;2513;Куликівський район
CHG;Чернігівська;2514;Менський район
CHG;Чернігівська;2515;Ніжинський район
CHG;Чернігівська;2516;Новгород-Сіверський район
CHG;Чернігівська;2517;Носівський район
CHG;Чернігівська;2518;Прилуцький район
CHG;Чернігівська;2519;Ріпкинський район
CHG;Чернігівська;2520;Семенівський район
CHG;Чернігівська;2521;Сосницький район
CHG;Чернігівська;2522;Срібнянський район
CHG;Чернігівська;2523;Талалаївський район
CHG;Чернігівська;2524;Чернігівський район
CHG;Чернігівська;2525;Щорський район
CHR;Черкаська;2307;Городищенський район
CHR;Черкаська;2308;Драбівський район
CHR;Черкаська;2309;Жашківський район
CHR;Черкаська;2310;Звенигородський район
CHR;Черкаська;2311;Золотоніський район
CHR;Черкаська;2312;Кам'янський район
CHR;Черкаська;2313;Канівський район
CHR;Черкаська;2314;Катеринопільський район
CHR;Черкаська;2315;Корсунь-Шевченківський район
CHR;Черкаська;2316;Лисянський район
CHR;Черкаська;2317;Маньківський район
CHR;Черкаська;2318;Монастирищенський район
CHR;Черкаська;2319;Смілянський район
CHR;Черкаська;2320;Тальнівський район
CHR;Черкаська;2321;Уманський район
CHR;Черкаська;2322;Христинівський район
CHR;Черкаська;2323;Черкаський район
CHR;Черкаська;2324;Чигиринський район
CHR;Черкаська;2325;Чорнобаївський район
CHR;Черкаська;2326;Шполянський район
CHV;Чернівецька;2403;Вижницький район
CHV;Чернівецька;2404;Герцаївський район
CHV;Чернівецька;2405;Глибоцький район
CHV;Чернівецька;2406;Заставнівський район
CHV;Чернівецька;2407;Кельменецький район
CHV;Чернівецька;2408;Кіцманський район
CHV;Чернівецька;2409;Новоселицький район
CHV;Чернівецька;2410;Путильський район
CHV;Чернівецька;2411;Сокирянський район
CHV;Чернівецька;2412;Сторожинецький район
CHV;Чернівецька;2413;Хотинський район
DNP;Дніпропетровська;414;Апостолівський район
DNP;Дніпропетровська;415;Васильківський район
DNP;Дніпропетровська;416;Верхньодніпровський район
DNP;Дніпропетровська;417;Дніпровський район
DNP;Дніпропетровська;418;Криворізький район
DNP;Дніпропетровська;419;Криничанський район
DNP;Дніпропетровська;420;Магдалинівський район
DNP;Дніпропетровська;421;Межівський район
DNP;Дніпропетровська;422;Нікопольський район
DNP;Дніпропетровська;423;Новомосковський район
DNP;Дніпропетровська;424;Павлоградський район
DNP;Дніпропетровська;425;Петриківський район
DNP;Дніпропетровська;426;Петропавлівський район
DNP;Дніпропетровська;427;Покровський район
DNP;Дніпропетровська;428;П'ятихатський район
DNP;Дніпропетровська;429;Синельниківський район
DNP;Дніпропетровська;430;Солонянський район
DNP;Дніпропетровська;431;Софіївський район
DNP;Дніпропетровська;432;Томаківський район
DNP;Дніпропетровська;433;Царичанський район
DNP;Дніпропетровська;434;Широківський район
DNP;Дніпропетровська;435;Юр'ївський район
DON;Донецька;529;Амвросіївський район
DON;Донецька;530;Бахмутський район
DON;Донецька;531;Великоновосілківський район
DON;Донецька;532;Волноваський район
DON;Донецька;533;Володарський район
DON;Донецька;534;Добропільський район
DON;Донецька;535;Костянтинівський район
DON;Донецька;536;Покровський район
DON;Донецька;537;Краснолиманський район
DON;Донецька;538;Мар'їнський район
DON;Донецька;539;Новоазовський район
DON;Донецька;540;Олександрівський район
DON;Донецька;541;Першотравневий район
DON;Донецька;542;Слов'янський район
DON;Донецька;543;Старобешівський район
DON;Донецька;544;Тельманівський район
DON;Донецька;545;Шахтарський район
DON;Донецька;546;Ясинуватський район
HAR;Харківська;2008;Балаклійський район
HAR;Харківська;2009;Барвінківський район
HAR;Харківська;2010;Близнюківський район
HAR;Харківська;2011;Богодухівський район
HAR;Харківська;2012;Борівський район
HAR;Харківська;2013;Валківський район
HAR;Харківська;2014;Великобурлуцький район
HAR;Харківська;2015;Вовчанський район
HAR;Харківська;2016;Дворічанський район
HAR;Харківська;2017;Дергачівський район
HAR;Харківська;2018;Зачепилівський район
HAR;Харківська;2019;Зміївський район
HAR;Харківська;2020;Золочівський район
HAR;Харківська;2021;Ізюмський район
HAR;Харківська;2022;Кегичівський район
HAR;Харківська;2023;Коломацький район
HAR;Харківська;2024;Красноградський район
HAR;Харківська;2025;Краснокутський район
HAR;Харківська;2026;Куп'янський район
HAR;Харківська;2027;Лозівський район
HAR;Харківська;2028;Нововодолазький район
HAR;Харківська;2029;Первомайський район
HAR;Харківська;2030;Печенізький район
HAR;Харківська;2031;Сахновщинський район
HAR;Харківська;2032;Харківський район
HAR;Харківська;2033;Чугуївський район
HAR;Харківська;2034;Шевченківський район
HML;Хмельницька;2207;Білогірський район
HML;Хмельницька;2208;Віньковецький район
HML;Хмельницька;2209;Волочиський район
HML;Хмельницька;2210;Городоцький район
HML;Хмельницька;2211;Деражнянський район
HML;Хмельницька;2212;Дунаєвецький район
HML;Хмельницька;2213;Ізяславський район
HML;Хмельницька;2214;Кам'янець-Подільський район
HML;Хмельницька;2215;Красилівський район
HML;Хмельницька;2216;Летичівський район
HML;Хмельницька;2217;Новоушицький район
HML;Хмельницька;2218;Полонський район
HML;Хмельницька;2219;Славутський район
HML;Хмельницька;2220;Старокостянтинівський район
HML;Хмельницька;2221;Старосинявський район
HML;Хмельницька;2222;Теофіпольський район
HML;Хмельницька;2223;Хмельницький район
HML;Хмельницька;2224;Чемеровецький район
HML;Хмельницька;2225;Шепетівський район
HML;Хмельницька;2226;Ярмолинецький район
HRS;Херсонська;2104;Бериславський район
HRS;Херсонська;2105;Білозерський район
HRS;Херсонська;2106;Великолепетиський район
HRS;Херсонська;2107;Великоолександрівський район
HRS;Херсонська;2108;Верхньорогачицький район
HRS;Херсонська;2109;Високопільський район
HRS;Херсонська;2110;Генічеський район
HRS;Херсонська;2111;Голопристанський район
HRS;Херсонська;2112;Горностаївський район
HRS;Херсонська;2113;Іванівський район
HRS;Херсонська;2114;Каланчацький район
HRS;Херсонська;2115;Каховський район
HRS;Херсонська;2116;Нижньосірогозький район
HRS;Херсонська;2117;Нововоронцовський район
HRS;Херсонська;2118;Новотроїцький район
HRS;Херсонська;2119;Скадовський район
HRS;Херсонська;2120;Цюрупинський район
HRS;Херсонська;2121;Чаплинський район
IVF;Івано-Франківська;906;Богородчанський район
IVF;Івано-Франківська;907;Верховинський район
IVF;Івано-Франківська;908;Галицький район
IVF;Івано-Франківська;909;Городенківський район
IVF;Івано-Франківська;910;Долинський район
IVF;Івано-Франківська;911;Калуський район
IVF;Івано-Франківська;912;Коломийський район
IVF;Івано-Франківська;913;Косівський район
IVF;Івано-Франківська;914;Надвірнянський район
IVF;Івано-Франківська;915;Рогатинський район
IVF;Івано-Франківська;916;Рожнятівський район
IVF;Івано-Франківська;917;Снятинський район
IVF;Івано-Франківська;918;Тисменицький район
IVF;Івано-Франківська;919;Тлумацький район
KIE;Київська;1014;Баришівський район
KIE;Київська;1015;Білоцерківський район
KIE;Київська;1016;Богуславський район
KIE;Київська;1017;Бориспільський район
KIE;Київська;1018;Бородянський район
KIE;Київська;1019;Броварський район
KIE;Київська;1020;Васильківський район
KIE;Київська;1021;Вишгородський район
KIE;Київська;1022;Володарський район
KIE;Київська;1023;Згурівський район
KIE;Київська;1024;Іванківський район
KIE;Київська;1025;Кагарлицький район
KIE;Київська;1026;Києво-Святошинський район
KIE;Київська;1027;Макарівський район
KIE;Київська;1028;Миронівський район
KIE;Київська;1029;Обухівський район
KIE;Київська;1030;Переяслав-Хмельницький район
KIE;Київська;1031;Поліський район
KIE;Київська;1032;Рокитнянський район
KIE;Київська;1033;Сквирський район
KIE;Київська;1034;Ставищенський район
KIE;Київська;1035;Таращанський район
KIE;Київська;1036;Тетіївський район
KIE;Київська;1037;Фастівський район
KIE;Київська;1038;Яготинський район
KIR;Кіровоградська;1105;Бобринецький район
KIR;Кіровоградська;1106;Вільшанський район
KIR;Кіровоградська;1107;Гайворонський район
KIR;Кіровоградська;1108;Голованівський район
KIR;Кіровоградська;1109;Добровеличківський район
KIR;Кіровоградська;1110;Долинський район
KIR;Кіровоградська;1111;Знам'янський район
KIR;Кіровоградська;1112;Кіровоградський район
KIR;Кіровоградська;1113;Компаніївський район
KIR;Кіровоградська;1114;Маловисківський район
KIR;Кіровоградська;1115;Новгородківський район
KIR;Кіровоградська;1116;Новоархангельський район
KIR;Кіровоградська;1117;Новомиргородський район
KIR;Кіровоградська;1118;Новоукраїнський район
KIR;Кіровоградська;1119;Олександрівський район
KIR;Кіровоградська;1120;Олександрійський район
KIR;Кіровоградська;1121;Онуфріївський район
KIR;Кіровоградська;1122;Петрівський район
KIR;Кіровоградська;1123;Світловодський район
KIR;Кіровоградська;1124;Ульяновський район
KIR;Кіровоградська;1125;Устинівський район
KRM;Республіка Крим;112;Бахчисарайський район
KRM;Республіка Крим;113;Білогірський район
KRM;Республіка Крим;114;Джанкойський район
KRM;Республіка Крим;115;Кіровський район
KRM;Республіка Крим;116;Красногвардійський район
KRM;Республіка Крим;117;Красноперекопський район
KRM;Республіка Крим;118;Ленінський район
KRM;Республіка Крим;119;Нижньогірський район
KRM;Республіка Крим;120;Первомайський район
KRM;Республіка Крим;121;Роздольненський район
KRM;Республіка Крим;122;Сакський район
KRM;Республіка Крим;123;Сімферопольський район
KRM;Республіка Крим;124;Совєтський район
KRM;Республіка Крим;125;Чорноморський район
L'V;Львівська;1310;Бродівський район
L'V;Львівська;1311;Буський район
L'V;Львівська;1312;Городоцький район
L'V;Львівська;1313;Дрогобицький район
L'V;Львівська;1314;Жидачівський район
L'V;Львівська;1315;Жовківський район
L'V;Львівська;1316;Золочівський район
L'V;Львівська;1317;Кам'янка-Бузький район
L'V;Львівська;1318;Миколаївський район
L'V;Львівська;1319;Мостиський район
L'V;Львівська;1320;Перемишлянський район
L'V;Львівська;1321;Пустомитівський район
L'V;Львівська;1322;Радехівський район
L'V;Львівська;1323;Самбірський район
L'V;Львівська;1324;Сколівський район
L'V;Львівська;1325;Сокальський район
L'V;Львівська;1326;Старосамбірський район
L'V;Львівська;1327;Стрийський район
L'V;Львівська;1328;Турківський район
L'V;Львівська;1329;Яворівський район
LUG;Луганська;1215;Антрацитівський район
LUG;Луганська;1216;Біловодський район
LUG;Луганська;1217;Білокуракинський район
LUG;Луганська;1218;Краснодонський район
LUG;Луганська;1219;Кремінський район
LUG;Луганська;1220;Лутугинський район
LUG;Луганська;1221;Марківський район
LUG;Луганська;1222;Міловський район
LUG;Луганська;1223;Новоайдарський район
LUG;Луганська;1224;Новопсковський район
LUG;Луганська;1225;Перевальський район
LUG;Луганська;1226;Попаснянський район
LUG;Луганська;1227;Сватівський район
LUG;Луганська;1228;Свердловський район
LUG;Луганська;1229;Слов'яносербський район
LUG;Луганська;1230;Станично-Луганський район
LUG;Луганська;1231;Старобільський район
LUG;Луганська;1232;Троїцький район
MIK;Миколаївська;1406;Арбузинський район
MIK;Миколаївська;1407;Баштанський район
MIK;Миколаївська;1408;Березанський район
MIK;Миколаївська;1409;Березнегуватський район
MIK;Миколаївська;1410;Братський район
MIK;Миколаївська;1411;Веселинівський район
MIK;Миколаївська;1412;Вознесенський район
MIK;Миколаївська;1413;Врадіївський район
MIK;Миколаївська;1414;Доманівський район
MIK;Миколаївська;1415;Єланецький район
MIK;Миколаївська;1416;Жовтневий район
MIK;Миколаївська;1417;Казанківський район
MIK;Миколаївська;1418;Кривоозерський район
MIK;Миколаївська;1419;Миколаївський район
MIK;Миколаївська;1420;Новобузький район
MIK;Миколаївська;1421;Новоодеський район
MIK;Миколаївська;1422;Очаківський район
MIK;Миколаївська;1423;Первомайський район
MIK;Миколаївська;1424;Снігурівський район
ODS;Одеська;1508;Ананьївський район
ODS;Одеська;1509;Арцизький район
ODS;Одеська;1510;Балтський район
ODS;Одеська;1511;Березівський район
ODS;Одеська;1512;Білгород-Дністровський район
ODS;Одеська;1513;Біляївський район
ODS;Одеська;1514;Болградський район
ODS;Одеська;1515;Великомихайлівський район
ODS;Одеська;1516;Іванівський район
ODS;Одеська;1517;Ізмаїльський район
ODS;Одеська;1518;Кілійський район
ODS;Одеська;1519;Кодимський район
ODS;Одеська;1520;Комінтернівський район
ODS;Одеська;1521;Котовський район
ODS;Одеська;1522;Красноокнянський район
ODS;Одеська;1523;Любашівський район
ODS;Одеська;1524;Миколаївський район
ODS;Одеська;1525;Овідіопольський район
ODS;Одеська;1526;Ренійський район
ODS;Одеська;1527;Роздільнянський район
ODS;Одеська;1528;Савранський район
ODS;Одеська;1529;Саратський район
ODS;Одеська;1530;Тарутинський район
ODS;Одеська;1531;Татарбунарський район
ODS;Одеська;1532;Фрунзівський район
ODS;Одеська;1533;Ширяївський район
POL;Полтавська;1606;Великобагачанський район
POL;Полтавська;1607;Гадяцький район
POL;Полтавська;1608;Глобинський район
POL;Полтавська;1609;Гребінківський район
POL;Полтавська;1610;Диканський район
POL;Полтавська;1611;Зіньківський район
POL;Полтавська;1612;Карлівський район
POL;Полтавська;1613;Кобеляцький район
POL;Полтавська;1614;Козельщинський район
POL;Полтавська;1615;Котелевський район
POL;Полтавська;1616;Кременчуцький район
POL;Полтавська;1617;Лохвицький район
POL;Полтавська;1618;Лубенський район
POL;Полтавська;1619;Машівський район
POL;Полтавська;1620;Миргородський район
POL;Полтавська;1621;Новосанжарський район
POL;Полтавська;1622;Оржицький район
POL;Полтавська;1623;Пирятинський район
POL;Полтавська;1624;Полтавський район
POL;Полтавська;1625;Решетилівський район
POL;Полтавська;1626;Семенівський район
POL;Полтавська;1627;Хорольський район
POL;Полтавська;1628;Чорнухинський район
POL;Полтавська;1629;Чутівський район
POL;Полтавська;1630;Шишацький район
RIV;Рівненська;1705;Березнівський район
RIV;Рівненська;1706;Володимирецький район
RIV;Рівненська;1707;Гощанський район
RIV;Рівненська;1708;Демидівський район
RIV;Рівненська;1709;Дубенський район
RIV;Рівненська;1710;Дубровицький район
RIV;Рівненська;1711;Зарічненський район
RIV;Рівненська;1712;Здолбунівський район
RIV;Рівненська;1713;Корецький район
RIV;Рівненська;1714;Костопільський район
RIV;Рівненська;1715;Млинівський район
RIV;Рівненська;1717;Радивилівський район
RIV;Рівненська;1718;Рівненський район
RIV;Рівненська;1719;Рокитнівський район
RIV;Рівненська;1720;Сарненський район
SUM;Сумська;1808;Білопільський район
SUM;Сумська;1809;Буринський район
SUM;Сумська;1810;Великописарівський район
SUM;Сумська;1811;Глухівський район
SUM;Сумська;1812;Конотопський район
SUM;Сумська;1813;Краснопільський район
SUM;Сумська;1814;Кролевецький район
SUM;Сумська;1815;Лебединський район
SUM;Сумська;1816;Липоводолинський район
SUM;Сумська;1817;Недригайлівський район
SUM;Сумська;1818;Охтирський район
SUM;Сумська;1819;Путивльський район
SUM;Сумська;1820;Роменський район
SUM;Сумська;1821;Середино-Будський район
SUM;Сумська;1822;Сумський район
SUM;Сумська;1823;Тростянецький район
SUM;Сумська;1824;Шосткинський район
SUM;Сумська;1825;Ямпільський район
TER;Тернопільська;1902;Бережанський район
TER;Тернопільська;1903;Борщівський район
TER;Тернопільська;1904;Бучацький район
TER;Тернопільська;1905;Гусятинський район
TER;Тернопільська;1906;Заліщицький район
TER;Тернопільська;1907;Збаразький район
TER;Тернопільська;1908;Зборівський район
TER;Тернопільська;1909;Козівський район
TER;Тернопільська;1910;Кременецький район
TER;Тернопільська;1911;Лановецький район
TER;Тернопільська;1912;Монастириський район
TER;Тернопільська;1913;Підволочиський район
TER;Тернопільська;1914;Підгаєцький район
TER;Тернопільська;1915;Теребовлянський район
TER;Тернопільська;1916;Тернопільський район
TER;Тернопільська;1917;Чортківський район
TER;Тернопільська;1918;Шумський район
VIN;Вінницька;207;Барський район
VIN;Вінницька;208;Бершадський район
VIN;Вінницька;209;Вінницький район
VIN;Вінницька;210;Гайсинський район
VIN;Вінницька;211;Жмеринський район
VIN;Вінницька;212;Іллінецький район
VIN;Вінницька;213;Калинівський район
VIN;Вінницька;214;Козятинський район
VIN;Вінницька;215;Крижопільський район
VIN;Вінницька;216;Липовецький район
VIN;Вінницька;217;Літинський район
VIN;Вінницька;218;Могилів-Подільський район
VIN;Вінницька;219;Мурованокуриловецький район
VIN;Вінницька;220;Немирівський район
VIN;Вінницька;221;Оратівський район
VIN;Вінницька;222;Піщанський район
VIN;Вінницька;223;Погребищенський район
VIN;Вінницька;224;Теплицький район
VIN;Вінницька;225;Тиврівський район
VIN;Вінницька;226;Томашпільський район
VIN;Вінницька;227;Тростянецький район
VIN;Вінницька;228;Тульчинський район
VIN;Вінницька;229;Хмільницький район
VIN;Вінницька;230;Чернівецький район
VIN;Вінницька;231;Чечельницький район
VIN;Вінницька;232;Шаргородський район
VIN;Вінницька;233;Ямпільський район
VOL;Волинська;305;Володимир-Волинський район
VOL;Волинська;306;Горохівський район
VOL;Волинська;307;Іваничівський район
VOL;Волинська;308;Камінь-Каширський район
VOL;Волинська;309;Ківерцівський район
VOL;Волинська;310;Ковельський район
VOL;Волинська;311;Локачинський район
VOL;Волинська;312;Луцький район
VOL;Волинська;313;Любешівський район
VOL;Волинська;314;Любомльський район
VOL;Волинська;315;Маневицький район
VOL;Волинська;316;Ратнівський район
VOL;Волинська;317;Рожищенський район
VOL;Волинська;318;Старовижівський район
VOL;Волинська;319;Турійський район
VOL;Волинська;320;Шацький район
ZAK;Закарпатська;706;Берегівський район
ZAK;Закарпатська;707;Великоберезнянський район
ZAK;Закарпатська;708;Виноградівський район
ZAK;Закарпатська;709;Воловецький район
ZAK;Закарпатська;710;Іршавський район
ZAK;Закарпатська;711;Міжгірський район
ZAK;Закарпатська;712;Мукачівський район
ZAK;Закарпатська;713;Перечинський район
ZAK;Закарпатська;714;Рахівський район
ZAK;Закарпатська;715;Свалявський район
ZAK;Закарпатська;716;Тячівський район
ZAK;Закарпатська;717;Ужгородський район
ZAK;Закарпатська;718;Хустський район
ZAP;Запорізька;806;Бердянський район
ZAP;Запорізька;807;Василівський район
ZAP;Запорізька;808;Великобілозерський район
ZAP;Запорізька;809;Веселівський район
ZAP;Запорізька;810;Вільнянський район
ZAP;Запорізька;811;Гуляйпільський район
ZAP;Запорізька;812;Запорізький район
ZAP;Запорізька;813;Кам'янсько-Дніпровський район
ZAP;Запорізька;814;Куйбишевський район
ZAP;Запорізька;815;Мелітопольський район
ZAP;Запорізька;816;Михайлівський район
ZAP;Запорізька;817;Новомиколаївський район
ZAP;Запорізька;818;Оріхівський район
ZAP;Запорізька;819;Пологівський район
ZAP;Запорізька;820;Приазовський район
ZAP;Запорізька;821;Приморський район
ZAP;Запорізька;822;Розівський район
ZAP;Запорізька;823;Токмацький район
ZAP;Запорізька;824;Чернігівський район
ZAP;Запорізька;825;Якимівський район
ZHI;Житомирська;606;Андрушівський район
ZHI;Житомирська;607;Баранівський район
ZHI;Житомирська;608;Бердичівський район
ZHI;Житомирська;609;Брусилівський район
ZHI;Житомирська;610;Володарсько-Волинський район
ZHI;Житомирська;611;Ємільчинський район
ZHI;Житомирська;612;Житомирський район
ZHI;Житомирська;613;Коростенський район
ZHI;Житомирська;614;Коростишівський район
ZHI;Житомирська;615;Лугинський район
ZHI;Житомирська;616;Любарський район
ZHI;Житомирська;617;Малинський район
ZHI;Житомирська;618;Народицький район
ZHI;Житомирська;619;Новоград-Волинський район
ZHI;Житомирська;620;Овруцький район
ZHI;Житомирська;621;Олевський район
ZHI;Житомирська;622;Попільнянський район
ZHI;Житомирська;623;Радомишльський район
ZHI;Житомирська;624;Романівський район
ZHI;Житомирська;625;Ружинський район
ZHI;Житомирська;626;Червоноармійський район
ZHI;Житомирська;627;Черняхівський район
ZHI;Житомирська;628;Чуднівський район
