think 	думать		
travel 	путешествовать, перемещать, путешествие, перемещение		
card 	карта		
twist 	скручивать, искривление		
chamber 	палата, камера		
chief 	руководитель, главный		
heaven 	небо		
therefore 	следовательно		
march 	маршировать, марш, март, мартовский		
unknown 	неизвестный		
slope 	уклон		
effort 	усилие		
utter 	произносить, сплошной		
desert 	покидать, пустыня, необитаемый		
glow 	светиться, свечение, разряд		
suggest 	предлагать, советовать, предложенный		
greater 	больше, больший		
pray 	молить		
apparent 	очевидно, явный		
hideous 	уродливый		
metal 	мех)металл		
music 	музыка, ноты, музыкальный		
village 	деревня		
dangerous 	опасный		
everybody 	каждый		
somehow 	как-нибудь		
gaz 	газ, газовый		
respect 	уважать, отношение		
rider 	всадник		
born 	рождаться, рожденный		
wine 	вино		
difficult 	трудно, трудный		
grab 	захватывать, захват		
stupid 	глупый, тупой		
tie 	соединять, соединение, соединительный		
fool 	одурачивать, дурак		
stranger 	незнакомец, новичок, посторонний		
flow 	течь, происходить, поток		
fold 	складывать, свертывать, сгибать, складка, паства		
recall 	восстанавливать, учитывать, возврат, одуш)воспоминание		
row 	грести, колонка		
shin 	голень		
echo 	эхо		
pour 	лить		
tomorrow 	завтра		
animal 	животное		
match 	соответствовать, сочетаться, сопоставлять, спичка, инф)сопоставление, матч, партия		
pile 	кипа		
brief 	резюме, краткий		
level 	выравнивать, уровень		
main 	основа, основной		
private 	частный		
paint 	закрашивать, артс)изображать, краска, закрашивание		
remove 	удалять, удаление		
attempt 	пытаться, попытка		
planet 	астр)планета, планетарный		
ward 	отражать, опекаемый		
writ 	исполнительный, лист		
command 	приказывать, командовать, команда, командный		
spy 	шпионить, шпион, слежение, шпионский		
although 	хотя		
chain 	подключать, цепь, последовательность, цепной		
quarter 	четверть, квартал, четвертак		
anybody 	кто-нибудь		
circumstance 	обстоятельство		
hiss 	освистывать, шипеть		
sad 	печальный		
aware 	знающий		
trace 	прослеживать, след, трассировка, чуть-чуть		
action 	действие, иск		
angel 	ангел		
fifty 	пятьдесят, пятидесятый, пятидесяти		
problem 	проблема, проблемный		
summer 	лето, сумматор, летний		
steady 	устойчивый		
detail 	описывать, подробно, деталь, подробный		
firm 	фирма, твердый		
halt 	останавливать, останов		
opinion 	мнение		
spell 	писать по буквам		
granny 	бабушка		
bill 	выставлять счет, счет, купюра, законопроект, афиша, клюв, билл		
especial 	особенный		
weak 	слабый		
page 	страница, страничный		
special 	специальный		
inch 	дюйм, дюймовый		
speech 	речь, речевой		
wash 	мыть, стирка, примочка		
gasp 	задыхаться		
task 	задача, задание		
boot 	загружать, пинать, ботинок, багажник, инф)загрузка		
candle 	свеча		
cheek 	щека		
extreme 	предел, экстремальный		
hell 	ад		
eight 	восемь, восьми		
hint 	намек		
necessary 	необходимо, необходимый		
term 	характеризовать, срок, условие, термин		
impossible 	невозможно, невозможный		
kick 	бить, удар		
reveal 	показывать, обнаруживать		
closer 	ближе, ближний		
movement 	перемещение		
presence 	присутствие, наличие		
suffer 	страдать		
beauty 	красота		
dreadful 	ужасный		
gleam 	блестеть, проблеск		
occur 	происходить		
rid 	освобождать, избавлять		
rough 	грубый		
broad 	широкий		
jane 	джейн		
pleasant 	приятный		
breast 	грудь, грудной		
post 	посылать, пост, сообщение		
rope 	веревка		
bone 	кость, костный		
evident 	очевидный		
parent 	родитель, родительский		
student 	студент, студенческий		
youth 	молодость		
future 	будущее, будущий		
trunk 	шина		
absolute 	абсолютный		
admit 	допускать		
lee 	укрытие, подветренный		
queer 	необычный		
thus 	таким образом		
wise 	мудрый		
excuse 	извинять, извинение		
carrot 	морковь, морковный		
comfort 	успокаивать, удобство		
surface 	всплывать, поверхность, поверхностный		
alarm 	тревожить, тревога, аварийный		
shine 	сиять, лоск		
shore 	берег		
tap 	подключать, отвод		
tip 	откидывать, конец		
weapon 	оружие		
belong 	принадлежать		
charles 	чарльз		
peace 	мир, мирный		
smooth 	разглаживать, плавный, гладкий		
dwell 	задерживаться, останавливаться, задержка		
enjoy 	наслаждаться, любить		
float 	плавать, поплавок, инф)функция преобразования, переменный		
lamp 	лампа, фонарь, фонарный		
occasional 	случайный, редкий		
peer 	равняться, сверстник, равный		
fad 	поветрие		
machine 	машина, машинный		
regard 	считать, отношение		
screen 	отгораживать, экран, экранный		
murmur 	роптать, ропот		
beard 	борода		
joe 	джо		
loose 	освобождать, свободный		
scrooge 	скряга		
fashion 	изготавливать, способ		
suit 	подходить, иск, судебное дело, костюм		
dozen 	дюжина		
flight 	полет, рейс, полетный		
officer 	должностное, лицо, воен)офицер		
dawn 	рассветать, рассвет		
crown 	венчать, корона		
various 	различный		
apart 	отдельно		
destroy 	уничтожать		
drift 	дрейф, постепенный		
information 	информация, информационный		
tail 	выслеживать, плестись, хвост		
chest 	ящик, грудь, грудной		
event 	случай, инф)событие		
familiar 	знакомый, похожий		
language 	язык, языковой		
weary 	утомительный, усталый		
personal 	персональный		
produce 	производить, создавать, выдача		
share 	распространять, делить, акция, доля, акционерный		
assure 	гарантировать		
desperate 	отчаянно, отчаянный		
appearance 	появление, вид, внешность		
dread 	страшиться, страх, страшный		
gentlemen 	господа		
thirty 	тридцать, тридцати		
crawl 	ползать, кроль		
guide 	вести, руководство		
weight 	нагружать, весить, вес		
awful 	ужасный		
contain 	содержать, содержание		
glimpse 	проблеск		
worst 	наихудший		
condition 	оценивать, условие, состояние		
library 	библиотека, библиотечный		
tunnel 	прокладывать, туннель, туннельный		
honour 	выполнять, акцептовать, почитать, честь		
opposite 	напротив, противоположный		
phone 	звонить, телефон, телефонный		
clutch 	хватать, сцепление, фиксатор		
fat 	жир, жирный		
million 	миллион, миллионный		
serve 	обслуживать, подавать, воен)служить		
century 	столетие		
comfortable 	комфортабельный		
examine 	изучать, мед)обследовать, проверять, проверка		
result 	происходить, результат		
shire 	графство		
percy 	перси		
avoid 	избегать		
disturb 	мешать		
plate 	пластина, листовой		
pretend 	претендовать, притворяться		
yell 	кричать		
bury 	хоронить, прятать		
cliff 	скала		
handle 	оперировать, ручка		
sell 	продавать, продажа		
accept 	принимать, мириться		
dig 	копать		
excite 	возбуждать		
horn 	сигнал		
rub 	тереть		
advance 	предоставлять, продвигаться, аванс, авансовый		
lad 	парень		
eager 	энергичный, стремящийся		
joy 	радость		
former 	последний, формирователь, прежний		
block 	блокировать, блок, блочный		
dull 	тусклый		
dan 	дан		
host 	хозяин, главный		
ice 	замораживать, лед, ледяной		
mirror 	зеркало, зеркальный		
remind 	напоминать		
visible 	видимый		
height 	высота		
difficulty 	трудность		
england 	англия		
english 	английский, англо		
fur 	мех, меховой		
powerful 	мощный		
twelve 	двенадцать, двенадцати		
dad 	папа		
owl 	сова		
plenty 	много, обильный		
slide 	задвигать, скользить, скольжение, фото)слайд, движок		
wooden 	деревянный		
mistake 	ошибаться, ошибка		
copy 	копировать, копия, копирование		
guest 	гость		
cloth 	ткань		
grim 	жуткий		
impression 	впечатление		
camp 	располагаться лагерем, лагерь		
hum 	напевать, жужжать, жужжание, гул		
sake 	ради		
magical 	магический, волшебный		
park 	парковать, парк		
robot 	робот		
shoe 	башмак, обувной		
damn 	проклинать, ругательство		
soldier 	солдат, солдатский		
forehead 	лоб		
taste 	пробовать, вкус		
choice 	выбор		
curtain 	занавес		
somebody 	кто-то		
doorway 	вход		
luck 	удача		
pipe 	труба		
treat 	обращаться, мед)лечить, инф)обрабатывать, относиться, удовольствие		
crash 	разрушать, авария		
staircase 	лестница		
storm 	воен)штурмовать, шторм, воен)штурм, грозовой		
bet 	ставить, пари		
connect 	соединять, подключать		
shriek 	вопить, вопль		
visitor 	посетитель		
claw 	царапать, коготь		
equal 	равняться, равный		
flee 	избегать, убегать		
aid 	помогать, помощь, аппарат		
carriage 	перевозка, коляска, шасси		
hunt 	охотиться, искать, охота, поиск		
otherwise 	в противном случае, иначе		
prisoner 	заключенный		
satisfy 	удовлетворять		
store 	склад, хранилище, магазин, запас, хранить, сохранять		
weather 	погода		
coffee 	кофе		
older 	более старый		
pity 	жалость		
yesterday 	вчера		
altogether 	вместе		
college 	колледж, университетский		
curl 	крутить, вихрь		
ministry 	министерство		
relief 	облегчение, смена, помощь, пособие, артс)рельеф, рельефный		
shirt 	рубашка		
shudder 	содрогаться, вздрагивать, дрожь		
content 	удовлетворять, содержание, довольный		
mystery 	тайна		
wet 	мокрый		
fortune 	состояние, удача, судьба		
monstrous 	чудовищный		
scarce 	редкий		
increase 	увеличивать, возрастать, увеличение		
rattle 	трещать		
describe 	описывать		
harm 	вредить, вред		
image 	образ, изображение		
sheet 	лист, простыня, листовой		
gap 	промежуток, брешь		
prison 	тюрьма, тюремный		
sail 	плавать, парус, лодка, плавание		
elder 	старший		
egg 	яйцо		
rate 	оценивать, показатель, ставка, темп		
authority 	руководство, полномочие, источник		
cheer 	одобрять, возглас		
engage 	занимать		
fudge 	стряпня, надстроечный		
higher 	выше, более высокий		
computer 	компьютер, компьютерный		
exist 	существовать		
file 	инф)файл, файловый		
sob 	рыдать, рыдание		
island 	остров		
precious 	драгоценный		
button 	кнопка		
howl 	реветь, рев		
member 	член, инф)авто)элемент, воен)участник		
cheerful 	бодрый		
steel 	сталь, стальной		
affair 	дело, роман		
blaze 	гореть, сверкать, пламя		
design 	разрабатывать, воен)создавать, проект, разработка, проектый, расчетный		
arrow 	стрела, инф)стрелка		
beam 	луч, техн)бимс, лучевой		
devil 	дьявол		
load 	загружать, нагрузка, инф)загрузка		
shiver 	дрожать, дрожь		
blast 	взрывать, взрыв, порыв		
brush 	чистить, щетка		
influence 	влиять, влияние		
suspect 	подозревать, подозреваемый, подозрительный		
anywhere 	везде, нигде		
determine 	определять, определение		
funny 	странный		
goblin 	гном		
murder 	убивать, убийство		
solid 	твердое тело, твердый, прочный		
bloody 	кровавый		
giant 	гигант, гигантский		
growl 	рычать, рычание		
rag 	тряпка		
sick 	больной		
spin 	вращать, вращение		
gain 	приобретать, выигрывать, прирост, увеличение		
lesson 	раздел, урок		
map 	отображать, карта		
opportunity 	возможность		
recognize 	признавать, распознавать, осознавать		
accord 	согласовывать, согласие		
marriage 	брак, женитьба		
colon 	двоеточие		
freeze 	замораживать, замерзать, замораживание		
hotel 	отель		
stumble 	спотыкаться, запинаться		
include 	включать		
midnight 	полночь		
refuse 	отклонять, отказываться		
fully 	полностью		
wipe 	стирать, стирание		
choke 	душить, задыхаться, насос		
glitter 	блестеть, блеск		
period 	период, точка		
feeling 	чувствовать, чувство		
grand 	большой		
system 	система, системный		
bitter 	горький, жестоко		
dye 	красить, краска		
forgive 	прощать		
motion 	движение, перемещение, юрид)ходатайство		
rep 	реп, повтор		
handsome 	красивый		
frown 	хмурить		
stage 	этап, сцена, астр)ступень		
type 	набирать, тип		
beast 	зверь		
bread 	хлеб		
excellent 	отлично, отличный		
ourself 	мы сами, мы сами себя		
patient 	пациент, терпеливый		
team 	группа		
trick 	хитрость		
difference 	различие, отличие		
kindle 	разжигать		
pursue 	преследовать, проводить, заниматься		
snake 	змея, змеиный		
blink 	мигать, мигание		
dick 	дик		
lone 	одинокий		
mount 	устанавливать, взбираться, гора, крепление		
security 	безопасность		
trail 	след		
whistle 	свистеть, свист, свисток		
fetch 	выбирать, выборка		
proceed 	продолжать, приступать		
bit 	кусать, сцепляться, бит, кусочек, битовый		
bob 	стричь, рывок, поплавок, боб		
cap 	закрывать, колпачок		
habit 	привычка		
convince 	убеждать		
feature 	представлять, характеристика		
fling 	кидать, бросок		
measure 	измерять, мера		
peak 	пик, максимальный		
fun 	шутка, забавный		
rear 	сооружать, задняя, сторона, задний		
bother 	мешать, беспокойство		
hate 	ненавидеть, ненависть		
operation 	действие, инф)операция, управление		
spare 	беречь, щадить, жалеть, избавлять, запас, свободный		
conscious 	сознательный		
happiness 	счастье		
support 	поддерживать, поддержка		
trip 	поездка		
constant 	константа, постоянный		
keen 	острый, стремящийся		
lightning 	молния		
strain 	напрягать, напряжение		
arrange 	размещать		
backward 	назад, отсталый		
clever 	умный		
lane 	дорожка, тропинка, переулок, авто), полоса движения		
teacher 	учитель		
vision 	зрение, вид		
claim 	требовать, призываться, претензия, иск		
laughter 	смех		
loss 	убыток, потеря		
noble 	благородный		
riddle 	загадка		
vain 	напрасный		
dart 	вытачка, стрела		
doom 	обрекать, судьба, погибель		
evidence 	подтверждение		
fierce 	свирепый		
involve 	включать, связывать		
king 	король		
pool 	пул		
thunder 	греметь, гром		
test 	тестировать, тест		
total 	составлять, итог, общий		
joke 	шутить, шутка		
peculiar 	специфический, типичный		
polite 	вежливый		
cease 	прекращать		
cruel 	жестоко, жестокий		
thoughtful 	внимательный		
definite 	определенный		
legend 	легенда		
sand 	песок		
blame 	обвинять, вина		
chin 	подбородок		
root 	ботан)корень, корневой		
engine 	двигатель, машинный		
hesitate 	сомневаться		
hungry 	голодный		
neat 	хороший		
pride 	гордость		
roger 	роджер		
trot 	рысить, рысь		
ignore 	игнорировать		
interrupt 	прерывать, прерывание		
original 	подлинник, оригинальный, исходный		
possess 	обладать		
stomach 	желудок, желудочный		
torch 	факел, фонарь		
whilst 	пока		
christmas 	рождество, рождественнский		
lucky 	счастливый		
nearest 	ближайший		
puzzle 	озадачивать, задача		
spider 	паук, паучий		
temple 	висок, храм		
upper 	верхний		
baby 	младенец, детский		
despite 	несмотря на		
scratch 	царапать, царапина, временный		
waste 	тратить, отход, геол) пустая, порода		
confidence 	доверие, уверенность		
nigger 	негр		
seal 	заделывать, печать, тюлень		
trap 	перехватывать, ловушка, инф)прерывание		
upstairs 	наверх, наверху		
curiosity 	любопытство		
require 	требовать		
bark 	лаять, лай, кора		
driver 	водитель, инф)драйвер, драйверный		
hasty 	поспешный		
innocent 	невиновный		
plant 	устанавливать, завод, ботан)растение		
treasure 	сокровище, ценный		
universe 	вселенная, мир		
william 	вильям		
alien 	отчуждать, иностранец, чуждый		
due 	точно, подлежащий, должный		
heel 	каблук, пятка		
inquire 	запрашивать		
moonlight 	лунный, свет		
attend 	посещать		
haunt 	преследовать, обитать, призрак		
steam 	парить, пар		
farther 	далее		
forbid 	запрещать		
mix 	смешивать, смешивание, структура		
print 	печатать, издавать, отпечаток, инф)распечатка		
quality 	качество		
armor 	броня		
colonel 	полковник		
diary 	дневник		
hollow 	долбить, дупло, полый, пустой		
intend 	предполагать, собираться, предназначаться		
region 	регион, инф)область		
swim 	плавать, плавание, поплыть		
upward 	вверх		
wrist 	запястье, ручной		
hood 	капот, капюшон		
prevent 	предохранять, предотвращать, мешать, предотвращение		
whenever 	всякий раз, когда		
wolf 	волк		
amount 	составлять, сумма, объем		
anger 	гнев		
descend 	сходить		
coach 	тренировать, тренер, экипаж, вагон		
credit 	кредитовать, кредит, доверие, кредитный		
invisible 	невидимый		
pant 	задыхаться, вздох		
patch 	исправлять, корректор, воен)нашивка		
sweat 	потеть, пот		
club 	ударять, клуб		
date 	датировать, дата		
excitement 	возбуждение		
heat 	нагревать, тепло, жара		
nerve 	нерв, нервный		
bay 	ставить в безвыходное положение, бухта, залив, панель		
emerge 	возникать		
everywhere 	везде		
fault 	дефект, дефектный		
fog 	туман		
separate 	разделять, отдельный		
stiff 	негнущийся		
truck 	грузовик		
exclaim 	восклицать		
flicker 	мерцать, мерцание		
miserable 	несчастный, жалкий		
staff 	персонал		
brave 	смелый		
crime 	преступление		
existence 	существование		
oblige 	обязывать		
thrust 	толкать, тяга, толчок		
wrap 	завертывать		
poison 	отравлять, яд		
swallow 	поглощать, глотать, ласточка		
delicate 	деликатный, хрупкий		
jaw 	челюсть		
meal 	еда		
mental 	умственный		
vault 	перепрыгивать, хранилище, склеп		
bedroom 	спальня		
current 	течение, элек)ток, текущий, современный		
frequent 	частый, распространенный		
summon 	вызывать, созывать		
cook 	готовить, повар, кук, поваренный		
pace 	темп, шаг		
scrap 	выбрасывать, конфетти		
color 	окрашивать, цвет, цветной		
gloom 	мрак		
okay 	окей		
source 	источник, исходный		
teach 	учить		
conceal 	скрывать		
department 	отдел		
instrument 	инструмент, орудие, прибор, докм)документ		
reflect 	отражать		
release 	выпускать, выпуск, инф)версия		
shade 	затенять, оттенок, тень, экран		
signal 	сигнализировать, сигнал, сигнальный		
suspicion 	подозрение		
amaze 	изумлять		
latter 	последний		
pardon 	прощать, прощение		
squeeze 	сжимать		
violent 	сильный		
bye 	пока		
considerable 	значительный		
energy 	энергия, энергетический		
exchange 	заменять, замена, обменивать, биржа, биржевой, инф)обмен, комм)станция		
furious 	взбешенный		
madness 	безумец		
material 	материал, вещество, данные, факты, материальный		
mysterious 	загадочный		
surround 	окружать		
unhappy 	неудачный, несчастливый		
being 	быть, являться		
gaze 	глядеть, пристально		
gradual 	постепенный		
honest 	честный		
mail 	пересылать, почта		
lodge 	домик		
resolve 	решать		
situation 	ситуация		
army 	армия, армейский		
correct 	корректировать, правильно, правильный		
heap 	нагромождать, куча		
immense 	огромный		
local 	локальный		
barnacle 	прилипала		
cling 	цепляться		
depth 	глубина, глубинный		
handkerchief 	платок		
rapid 	быстрый		
stroke 	удар, штриховой		
bang 	ударять, удар		
list 	указывать, список		
pan 	промывать, инф)фото)панарамировать, сковорода, плавный		
petunia 	петуния		
scatter 	разбрасывать, разброс, фрагментированный		
scramble 	смешивать, бросаться, свалка		
toss 	подбрасывать, толчок		
trade 	торговать, торговля, торговый		
traveller 	путешественник, дорожный		
adventure 	рисковать, риск		
clap 	хлопать		
impatient 	нетерпеливый		
regular 	регулярный		
retire 	уходить в отставку		
useful 	полезный		
belt 	ремень, лента, ленточный		
brick 	кирпич, брусок, кирпичный		
forty 	сорок, сорока		
guy 	парень		
intention 	намерение, стремление		
monkey 	обезьяна		
nasty 	противный		
provide 	обеспечивать, предоставлять		
assume 	принимать		
cigarette 	сигарета, сигаретный		
dollar 	доллар		
groan 	стонать, стон		
inform 	сообщать, информировать		
leader 	лидер, начало		
somewhat 	отчасти		
dirty 	грязный		
elbow 	толкать, локоть		
enormous 	огромный		
monster 	чудовище		
recent 	последний		
shelter 	укрывать, защита		
shift 	перемещать, инф)сдвигать, перемещение, инф)сдвиг		
stern 	твердый		
supper 	ужин		
aloud 	громко, вслух		
damp 	демпфировать, торможение, влажный, сырой		
degree 	степень, градус, градусный		
pink 	розовый		
relax 	ослаблять, ослабевать, непринужденный		
sooner 	раньше, скорее		
younger 	младший		
fan 	раздувать, обмахивать, вентилятор, фанат		
gas 	газ, газовый		
temper 	характер, настроение		
cousin 	кузен		
famous 	знаменитый		
leather 	кожа, кожанный		
recover 	восстанавливать		
regret 	сожаление		
satisfaction 	удовлетворение		
sergeant 	сержант		
smart 	умный		
uneasy 	встревоженный		
din 	вдалбливать, грохот		
fir 	пихта, пихтовый		
gesture 	жест		
previous 	предшествующий		
pure 	чистый		
cabin 	кабина, хижина		
moan 	стонать, стон		
pry 	подглядывать, рычаг		
winter 	зима, зимний		
accident 	авария, случайность, аварийный		
alley 	аллея		
endless 	бесконечный		
secure 	обеспечивать, закреплять, безопасный		
telephone 	комм)звонить, телефон, телефонный		
earnest 	серьезный, задаток		
flora 	флора		
flutter 	развеваться, дрожание		
frank 	откровенный		
rare 	редкий		
arise 	возникать		
blade 	насаживать лопасть(лезвие), лопасть(лезвие)		
despair 	отчаяние		
painful 	болезненный		
mum 	мама		
portrait 	портрет, портретный		
shame 	стыд, позор		
skull 	череп		
solemn 	торжественный		
troll 	распевать, тролль		
abyss 	пучина		
blank 	пробел, бланк, чистый, пустой		
brilliant 	блестящий		
hospital 	больница		
passion 	страсть		
paw 	копать, лапа		
sunset 	заход солнца		
unfortunate 	неудачный		
argue 	доказывать, спорить		
display 	отображать, показ, инф)дисплей, дисплейный		
emotion 	чувство, волнение		
infinite 	бесконечный		
rank 	ранжировать, ранг, ранговый		
remote 	дистанционный		
admire 	восхищаться		
contact 	обращаться к, контакт, контактный		
curve 	изгибать, кривая		
depart 	уезжать		
forever 	навсегда		
hero 	герой		
intelligence 	интеллект, воен)разведка		
meanwhile 	тем временем		
ordinary 	обычный		
peril 	риск		
pony 	пони		
risk 	рисковать, риск		
shrug 	пожимать плечами, авто)дергаться		
steep 	крутой		
switch 	переключать, выключать, ключ		
chill 	охлаждать, холод, простуда		
extraordinary 	поразительно, чрезвычайный		
flesh 	плоть		
imagination 	воображение		
pin 	прикалывать, штырек, штырьковый		
pit 	геол)шахта, косточка, яма		
snarl 	рычать, рычание		
yawn 	зевать		
area 	область		
balance 	балансировать, баланс, сбалансированный		
declare 	объявлять, заявлять		
witness 	свидетельствовать, свидетель		
advice 	совет, авизо, извещение		
bowl 	чашка, кубок, унитаз		
connection 	связь, соединение		
demand 	требовать, требование, экон)спрос		
fifteen 	пятнадцать, пятнадцати		
relieve 	облегчать, освобождать		
tent 	палатка		
advantage 	преимущество, выгода		
affection 	любовь		
bolt 	скреплять, запирать, болт, удар		
confuse 	спутывать		
creak 	скрипеть, скрип		
deserve 	заслуживать		
nail 	прибивать, гвоздь, ноготь		
border 	граничить, граница, край, граничный		
cellar 	подвал		
footstep 	след, шаг		
frightful 	ужасный		
jerk 	дергать, толчок		
occupy 	занимать		
pet 	баловать, домашнее, животное		
reality 	действительность		
singular 	единственный		
succeed 	получать, добиваться успеха, удаваться		
survive 	сохраняться, выживать		
trouser 	брючный		
tumble 	обрушивать, падение		
uniform 	униформа, однородный, равномерный, единый		
arch 	свод, арка		
crush 	дробить, дробление		
ease 	снижать, удобство		
grateful 	благодарный		
marsh 	болото, болотный		
agent 	агент		
custom 	обычай, потр)заказ, заказной		
feast 	праздник		
fist 	кулак		
mass 	массировать, масса, месса, массовый		
nameless 	безымянный		
remarkable 	замечательно, замечательный		
stamp 	отмечать, марка, штамп, отметка		
suspicious 	подозрительный		
insist 	настаивать		
marble 	мрамор, мраморный		
plane 	плоскость, самолет		
plunge 	погружать, падение		
refer 	отсылать, ссылаться		
unusual 	необычный, необычно		
bath 	ванна		
consciousness 	сознание		
fate 	судьба		
hammer 	заколачивать, молот		
league 	лига, союз		
mansion 	особняк		
meat 	мясо, мясной		
affect 	влиять на		
bench 	скамейка, верстак, станок		
duke 	герцог		
grasp 	понимать, понимание, хватка		
lantern 	фонарь		
practical 	практический		
strip 	удалять, полоса		
weep 	плакать		
arrest 	останавливать, задержание		
broom 	метла		
hark 	слушать		
labour 	трудиться, труд, рабочий		
limb 	конечность		
papa 	папа		
practice 	практиковать, практика		
sensation 	ощущение, сенсация		
sin 	грех		
stride 	шагать, большой, шаг		
twilight 	сумерки		
buck 	противодействовать, самец		
center 	центрировать, центр		
discovery 	открытие, конт)страх)обнаружение		
discuss 	обсуждать		
pillar 	колонна, столп		
scale 	масштабировать, шкала, масштабный		
startle 	пугать, поражать		
twin 	двойной		
whip 	хлестать, взбивать, хлыст, кнут		
acquaintance 	знакомство		
false 	ложь, ложный		
feather 	перо		
outer 	внешний		
thumb 	большой, палец, поворотный		
urge 	понуждать, убеждать		
centre 	центрировать, центр, центральный		
gloomy 	мрачный		
inquiry 	вопрос, запрос		
nurse 	нянчить, сестра		
prefer 	предпочитать		
sorrow 	печаль, печальный		
weird 	странный		
astonish 	удивлять		
band 	связывать, полоса, оркестр, ленточный		
brow 	бровь		
building 	строить, инф)формировать, построение, здание, строительный		
click 	щелкать, щелчок		
hush 	успокаивать, тишина		
jack 	джек, инф)гнездо, домкрат		
palace 	дворец, дворцовый		
palm 	ладонь, пальма		
reflection 	отражение		
request 	просить, инф)запрашивать, просьба, инф)запрос		
sideway 	окольный, путь		
slam 	захлопывать, хлопанье		
sunlight 	солнечный свет		
unlike 	в отличие от		
explanation 	объяснение		
farewell 	прощание, прощальный		
ham 	ветчина		
health 	здоровье		
limit 	ограничивать, предел		
uncomfortable 	неудобный		
accompany 	сопровождать		
citizen 	гражданин		
deny 	отвергать, отрицать		
distinct 	четкий		
example 	пример		
grant 	предоставлять, дар, конт)предоставление, субсидия, стипендия		
nearby 	соседний		
cell 	ячейка, мед)клетка		
extra 	дополнительный		
lunch 	завтракать, ленч		
platform 	платформа		
polish 	шлифовать, отделка, польский		
possession 	владение		
stain 	пятнать, пятно		
suggestion 	предложение		
theory 	теория		
cage 	помещать в клетку, клетка		
cart 	повозка		
incline 	отклоняться		
introduce 	вводить, представлять		
mortal 	смертельный		
needle 	игла		
nonsense 	бессмыслица		
price 	оценивать, цена		
absence 	отсутствие, отсутствующий		
pen 	сочинять, ручка, загон		
social 	общественный, социальный		
stock 	акция, запас, фондовый		
sufficient 	достаточный		
faster 	быстрее, более быстрый		
hello 	привет		
hook 	перехватывать, захват, рычажный		
inner 	внутренний		
nightmare 	кошмар		
process 	обрабатывать, процесс		
sparkler 	шутиха		
venture 	осмеливаться, предприятие		
basket 	корзина		
chap 	трещина		
chimney 	труба		
lett 	латыш		
link 	связывать, связь, прес)ссылка		
milk 	доить, молоко, молочный		
persuade 	убеждать		
similar 	аналогичный, подобный		
skill 	умение		
subtle 	тонкий		
sway 	колебаться,отклоняться, колебание		
tread 	идти, шаг		
bold 	жирный шрифт, смелый		
cake 	спекаться, торт, кусок		
carve 	резать		
female 	самка, женщина, женский		
physical 	медицинский, осмотр, физический		
purple 	пурпурный		
silk 	шелк, шелковый		
stoop 	наклонять		
tick 	тикать, метка		
value 	оценивать, величина, значение		
bush 	кустарник, буш		
deliver 	доставлять		
feeble 	хилый		
gift 	дар (подарок), артс)талант		
hey 	эй		
pattern 	формировать, образец		
realm 	область		
represent 	представлять		
seldom 	редко		
smaller 	меньше, меньший		
thorough 	тщательный		
base 	базировать, база, базовый		
demon 	демон		
fragment 	фрагментировать, фрагмент		
gay 	веселый		
mood 	настроение		
preserve 	сохранять		
tender 	предлагать, предложение, нежный, тендерный		
unable 	не в состоянии		
unconscious 	бессознательный		
abandon 	покидать, отказываться от		
distress 	беспокоить, авария, огорчение		
ere 	перед, прежде чем		
spite 	злость		
french 	французский, по-французски, франко		
perceive 	воспринимать		
property 	собственность, свойство		
statue 	статуя		
toe 	палец ноги		
cost 	стоить, стоимость		
cottage 	коттедж, домашний		
develop 	разрабатывать, разработка, фото)проявлять		
individual 	личность, индивидуальный		
intent 	намерение, пристальный		
scholar 	ученый		
